순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),책소개,목차
76,만화,신경 쓰이는 사람이 남자가 아니었다 1,373446244,9791141124441,7650,아라이 스미코 지음,학산문화사(만화),20251028,12000,10800,600점,7950,만화,"책소개
CD숍에서 일하는 신비한 ‘오빠’가 신경 쓰여 견딜 수 없는 여고생 아야.
하지만 그의 정체는 ‘공기’처럼 존재감 없는 같은 반의 미츠키였다.
믿어지지 않는 첫 만남부터 가속해 가는 애정의 향방은…?","목차
RHYTHM A
CHAPTER01
TEEN SPIRIT
신경 쓰이는 사람이 남자가 아니었다
기대하고 있었어요?
또 작업 멘트를 던져 버렸다
눈치 못 채는 인싸걸
삼촌은 걱정
갈림길
이름을 불러 준 것만으로도
무의식 훈남
요즘 유행
당신을 위해 귀여워지고 싶어
열과 함께 욕심이 난다
지켜보고 싶어
절대 넘어오게 하는 남자와 절대 넘어가지 않는 여자
오늘도 인싸걸과 얽히다
남모르는 발각
들을 때마다
휘말리는 폭풍
신경 쓰이던 사람이 남자가 아니었다

CHAPTER02
CREEP
물어볼 수 없는 두 사람의 새 학기
조카에게 아낌없이
이쪽을 봐 줘
CD숍의 여자아이
붙잡아 줘
쫓아갈게
꿈이냐 생시냐
내가 좋아하는 사람은

CHAPTER03
DON'T STOP
아는 사람은 나뿐
눈이 멀 것만 같아
그녀만큼은 겹최애 사절
둘이서라면
기습
이심전심
바란 대로 이루소서
아마 기분 탓은 아닌 듯
피스메이커
트러블 체이서
세상에서 제일 아름다운 소리

RHYTHM B
펼쳐보기"
77,만화,그 비스크 돌은 사랑을 한다 TV 애니메이션 공식 팬북 키타가와 마린이 최고야,379009613,9791138488051,7830,"후쿠다 신이치 지음, 박연지 옮김",㈜소미미디어,20251217,20000,18000,"1,000점",11500,만화,"책소개
메가히트 코스프레 러브 코미디!!
[그 비스크 돌은 사랑을 한다] 애니메이션 제작진의
애정을 가득 담은 공식 애니메이션 팬북 발매!!

1~12화짜리 스토리 가이드, 제작진들의 열정이 가득한 인터뷰,
애니메이션 제작에 사용된 이미지가 담긴 특별 갤러리,
그리고 원작자 후쿠다 신이치 선생님의 일러스트와 코멘트를 게재!
당신이 궁금해 할 TV 애니메이션 [그 비스크 돌은 사랑을 한다]의 모든 것이 여기 있습니다!","목차
캐릭터 소개

Special Interview 이시다 카즈마사(캐릭터 디자인·총 작화감독)

Special Interview 니시하라 에리카(의상 디자인)

스토리 가이드

Special Column 1 마린과 와카나의 추억이 담긴 장소

Special Column 2 마린의 추천 작품을 소개

Special Column 3,4,5 마린의 추천 작품을 소개

Special Interview 스구타 히나(키타가와 마린역)

Special Interview 토미타 요리코(시리즈 구성·각본)

Special Interview 시노하라 케이스케(감독)

Special Comment 후쿠다 신이치(원작)
펼쳐보기"
78,만화,GACHIAKUTA 15 (초판),374878201,9791141168032,7650,"케이 우라나 지음, 히데요시 안도 그림",학산문화사(만화),20251021,6000,5400,300점,25275,만화,"책소개
경계를 넘어, 천계로 가기 위해 필요한 수호자 시리즈. 그중 하나로 알려진 초커를 만든 인물을 찾기 위해 돌 페스티벌에 갈 것을 결심한 루도. 그러나 그전에, 청소부로서의 본업 '반수 퇴치'를 하게 된다.",
79,만화,숨막힐 정도의 사랑을 줄게 5,375422427,9791142331190,7830,이와시타 케이코 지음,대원씨아이(만화),20251029,6000,5400,300점,5570,만화,"책소개
디자이너를 꿈꾸는 히바리는 같은 미대의 밴드맨 가쿠와 사귀는 중. 예술제 중에 SNS에서 화제를 모은 가쿠를 보고 히바리는 고민에 빠지지만, 자신의 T셔츠를 처음으로 판매하고 의욕 UP! 그리고 맞이하게 된 예술제 마지막 날. 라이브 공연에서 피크를 깜빡한 가쿠에게 목걸이를 던진 히바리를 보고 관객들이 술렁이는 가운데, 설마 하던 리히토가…?!!",
80,만화,야마다의 학급일지 2,375080461,9791142812361,47830,"아오미 루이 지음, 김서은 옮김",서울미디어코믹스(서울문화사),20251023,6500,5850,320점,7750,만화,"책소개
모든 일에 성실한 소녀×여자를 좋아하는 양아치
두 사람의 우당탕탕 청춘 러브 코미디♥

이런 걸 아무리 해도 곁에 있어줄 거구나? 야마다는.

원래 남학교였던 곳에 입학한 세상만사 성실한 소녀, 야마다 니나.
학교 축제를 계기로 궁도부의 양아치 무라타 미하네와 더욱 가까워지기 위해 분투하지만….
이 남자, 전혀 방심할 수 없다!
부쩍 친밀해지는 귀신의 집, 야마다네 집 방문, 무라타네 집에서 보내는 둘만의 여름방학?! etc….

엉뚱하고 성실한 소녀×여자를 좋아하는 양아치의
불균형한 청춘 러브 코미디!",
81,만화,코미 양은 커뮤증입니다 36,378066262,9791138488075,7830,"오다 토모히토 지음, 박경용 옮김",㈜소미미디어,20251126,6000,5400,300점,7500,만화,"책소개
[TV 애니메이션 1,2기, 넷플릭스 절찬 스트리밍 중!!]
국내외 성원에 감사.
만국 공통 커뮤증 미소녀 코미디!

‘이제 평범하게 있는 걸 그만뒀어요.’
코미 양과 같은 대학에 가기 위해, 변할 결심을 한 타다노 군.
마음이 흔들린 코미 양은…
기세에 휩쓸려, 타다노 군을 데리고 시골의 할머니 집으로 직행.
아침에도 낮에도 밤에도 계속 함께??인,
두 사람(+할머니)의 공부 합숙이 시작됩니다!!

소중한 사람을 돕고 싶은 커뮤증 미소녀 코미디, 제36권.","목차
커뮤 474 할머니 집에서 공부입니다 ―― 003
커뮤 475 할머니 집에서 공부입니다 2 ―― 007
커뮤 476 할머니 집에서 공부입니다 3 ―― 021
커뮤 477 할머니 집에서 공부입니다 4 ―― 033
커뮤 478 할머니 집에서 공부입니다 5 ―― 039
커뮤 479 할머니 집에서 공부, 아키라 습격입니다 ―― 059
커뮤 480 친척입니다 ―― 077
커뮤 481 할머니 집에서 해넘이입니다 ―― 087
커뮤 482 섣달 그믐의 밤입니다 ―― 097
커뮤 483 새해 참배, 무녀, 순산부적입니다 ―― 117
커뮤 484 양배추입니다 ―― 135
커뮤 485 니이미 가족입니다 ―― 143
커뮤 486 참마 캐기입니다 ―― 151
커뮤 487 시험입니다 ―― 169
보너스 ―― 188
펼쳐보기"
82,만화,승리의 여신: 니케 공식 앤솔러지 팬북 특별판,377279204,9791127885533,4830,"디앤씨미디어 지음, SHIFT UP 원작",디앤씨미디어(주)(D&C미디어),20251210,88000,79200,"4,400점",4800,만화,"책소개
※ 특별판 구성
『승리의 여신 : 니케 공식 앤솔러지 팬북』 단행본 + 도로롱 쉐이커 키링 + 카운터스 성우 사인 아크릴 색지 + 카운터스 성우 사인&코멘트 일러스트 카드 3종 + 카운터스 사원증 3종 + 모니터 렌티큘러 아크릴 스탠드 + DIY 아크릴 디오라마


국내 최초! 지휘관이라면 반드시 소장해야 할
『승리의 여신: 니케』 공식 앤솔러지 팬북 등장!

『승리의 여신: 니케』의 한국 첫 공식 팬북으로
니케 유니버스 소개, 팬북 한정 일러스트&코믹스,
팬아트&4컷 만화, 카운터스 성우님과 함께하는 특별 인터뷰 등

공식 앤솔러지 팬북에서만 공개되는
특별한 이야기가 지휘관 여러분을 기다립니다!","목차
CHAPTER 01 UNIVERSE
CHAPTER 02 COMICS
CHAPTER 03 ILLUST
CHAPTER 04 SPECIAL"
83,만화,신경 쓰이는 사람이 남자가 아니었다 2,373446313,9791141151690,7650,아라이 스미코 지음,학산문화사(만화),20251028,12000,10800,600점,7605,만화,"책소개
CD숍에서 일하는 신비한 ‘오빠’가 신경 쓰여 견딜 수 없는 여고생 아야.
하지만 그의 정체는 ‘공기’처럼 존재감 없는 같은 반의 미츠키였다.
믿어지지 않는 첫 만남부터 가속해 가는 애정의 향방은…?",
84,만화,나 혼자만 레벨업 15,372549977,9791173820519,7810,"장성락(REDICE STUDIO) 지음, 추공 원작, 현군 각색",디앤씨웹툰비즈,20251020,16000,14400,800점,12590,만화,"책소개
언제부턴가 나를 향해
계속 외치는 이 목소리….
“일어나라.”

가정을 이루고 평화롭게 살아가던 성진우.
그러나 아들 성수호가 물려받은 군주의 힘이 나날이 커져 가고, 진우는 수호가 성장할 때까지 그 힘과 기억을 봉인해 두기로 한다. 시간은 빠르게 흘러, 고등학생이 된 수호는 어느 날 자신의 앞에 나타난 게이트에 발을 들이게 되는데…!

※ 15권은 웹툰 외전 12~21화(완결) 연재분의 편집본입니다.","목차
웹툰 외전 12~21화(완결) 연재분의 편집본입니다."
85,만화,유루캠 17,375522562,9791142333248,7830,AFRO 지음,대원씨아이(만화),20251030,5500,4950,270점,4970,만화,,
86,만화,후지모토 타츠키 단편집 22-26,309270127,9791169473286,,후지모토 타츠키 지음,학산문화사(만화),20230119,6000,5400,300점,16379,만화,"책소개
『체인소 맨』, 『룩 백』 작가 후지모토 타츠키. 그의 압도적인 재능과 히트작이 탄생하기까지의 초석이 담긴 기적의 작품집.",
87,만화,후지모토 타츠키 단편집 17-21,309270072,9791169473279,,후지모토 타츠키 지음,학산문화사(만화),20230120,6000,5400,300점,16019,만화,"책소개
『체인소 맨』, 『룩 백』 작가 후지모토 타츠키. 그의 압도적인 재능과 히트작이 탄생하기까지의 초석이 담긴 기적의 작품집.",
88,만화,체인소 맨 2,299124581,9791169276436,,후지모토 타츠키 지음,학산문화사(만화),20200914,6000,5400,300점,13217,만화,"책소개
「가슴을 만진다!!」
그 압도적인 욕망을 원동력 삼아 박쥐의 악마와 격투를 펼치는 덴지!!
싸움의 끝에 그가 손에 쥔 것은 가슴?! 아니면…?!
그리고 마키마가 이야기하는 인류의 적, 「총의 악마」란?!
공안의 개, 덴지의 싸움은 새로운 국면으로!!",
89,만화,체인소 맨 3,296153272,9791134814465,,후지모토 타츠키 지음,학산문화사(만화),20201105,6000,5400,300점,13084,만화,"책소개
공간을 봉쇄해서는 덴지를 죽이라고 협박하는 정체불명의 악마!! 막다른 길에 몰리자 차츰 분열되는 특이 4과의 멤버들. 그런 극한 상황 속에서도 포상 키스를 포기하지 않는 덴지가 떠올린 지옥 같은 작전이란…?! 인간과 악마의 특이점, 덴지를 둘러싼 대항쟁, 발발!!",
90,만화,회천의 알버스 1,376840209,9791141169619,7650,"마키 아키히사 지음, 미키 야츠보 그림",학산문화사(만화),20251125,6000,5400,300점,4560,만화,"책소개
마왕을 쓰러뜨렸다. 세상은 평화로워졌다. 그러나, 한발 늦었다.
무슨 이유인지 이 모험을 반복하고 있는 용사 알버스는 서두르려 한다.
이것은 세계를 구하는 이야기이자, 그리고
―모든 것을 알고 있는 타임루프 용사의 실시간 어택 판타지!","목차
CONTENTS
제1화 용사 알버스
제2화 의뢰
제3화 이유
제4화 워프
제5화 장비와 레벨
제6화 마왕성
제7화 마왕
제8화 회천(廻天)"
91,만화,어차피 울 거라면 사랑이 좋아 6,378048621,9791141158194,7650,쿠사카 아키 지음,학산문화사(만화),20251120,6000,5400,300점,5930,만화,,
92,만화,포인트 캐릭터 드로잉 - 전2권,280555213,9791163988199,4650,타코 지음,레진코믹스(레진엔터테인먼트),20210930,28000,25200,"1,400점",19499,예술/대중문화,"책소개
타코 작가가 짚어주는 ‘인체의 핵심 포인트’
드로잉 분야 스테디셀러 『시크릿 캐릭터 드로잉』에 이은 인체 가이드
그림은 자유롭게 상상하고 표현하는 것! 중요한 것은 재미와 해석!

그림에 정답은 없고, 『포인트 캐릭터 드로잉』은 수많은 그림 이론 중 하나의 가이드이다. 책에 나오는 이론을 절대적인 규칙으로 생각해서 따르기보다는 조금은 쉽게 재해석한 데포르메 인체 가이드로 봤으면 한다.
- 작가의 말 중에서
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
1권
PART 1
인체 009
상체
목, 어깨 010
가슴 022
겨드랑이, 복근 035
측면 047
후면 053
팔, 손 056
흐름 062
하체
골반 071
엉덩이 083
다리, 발 088

PART 2
팔 123
어깨 123
팔 127
손목 151
손 159


PART 3
얼굴 009
두상 010
눈 016
코 032
귀 037
입 044
턱 058
목 065
두상 측면 072
머리카락 083
얼굴 포인트 드로잉 108

PART 4
다리 125
허벅지 132
무릎 140
발목 145
발 149
다리 포인트 드로잉 188

PART 5
도감 203
펼쳐보기"
93,만화,다 보이는데요! 아이자와 양 2,376160928,9791138488112,7830,"오도로오 도로시 지음, 정백송 옮김",㈜소미미디어,20251112,6500,5850,320점,3690,만화,"책소개
최애인 그 아이는 ……지박령?!

조리 실습으로 카스미, 혼다와 함께 쇼핑을 가는 등,
아이자와 양을 계기로 점점 교우관계가 넓어지는 미치.
그러던 와중에 어떠한 계기로 아이자와 양에게 씌인 카스미와 키스를 하게 되는데…?!
미치 외에도 아이자와 양이 ""보이는"" 사야카 선배도 합세하여,
미치의 주변은 더욱 카오스가 되어간다!

한 번 씌이면 당신도 팬이 된다!
신감각 호러 백합 러브 코미디!","목차
제7화 당신을 위해서 할 수 있는 일
제8화 쿠로토리 양에게 닿고 싶은데 이미 죽었어
제9화 이상한 선배
제10화 너는 나와 닮았어!
제11화 진짜 나를 제대로 봐줬으면 좋겠어
제12화 퍼펙트 옐로
부록 특종! 혼다의 극비 파일"
94,만화,체인소 맨 4,299619372,9791169278560,,후지모토 타츠키 지음,학산문화사(만화),20210107,6000,5400,300점,12508,만화,"책소개
덴지의 심장을 놀는 괴집단의 습격으로 큰 타격을 입은 공안 특이과에는 심상치 않은 분위기가 감돈다. 한편, 덴지와 파워는 최강의 데블 헌터 밑에서 머리의 나사도 빠져버릴 「죽음」의 특훈을 개시하는데…?! 시리어스와 크레이지가 교차하며 반격의 봉화가 피어오른다!!",
95,만화,"잘 자, 심해 : 상",375426550,9791139155310,7830,하야카와 노지코 지음,조은세상(북두),20251113,6000,5400,300점,4040,만화,"책소개
하야카와 노지코의 섬세하고 감각적인 분위기가 돋보이는, 대망의 신작―

“나에 대해 아무것도 모르면서.”
작은 꽃집에서 일하는 키이치.
그는 온화하고 사람 좋은 성격으로, 느긋하고 여유로운 일상을 보내고 있다.
하지만 그런 나날 속에서도 가끔은 아슬아슬하게 마음이 기울고,
모든 게 괜히 귀찮게 느껴질 때가 있는데….

그런 그의 평화를 뒤흔드는 존재가 나타난다.

무례하고 거침없는 연하남, 텟페이.
오늘도 어김없이 키이치의 집 앞에 텟페이가 술에 취해 쓰러져 있는데….

막무가내지만 순진한 연하남과 어딘가 그늘이 있는 남자,
만나게 된 두 사람은―.","목차
1
2
3
3.5
4
잘 자, 핫케이크"
96,만화,야마다의 학급일지 1,371450357,9791142811937,47830,"아오미 루이 지음, 김서은 옮김",서울미디어코믹스(서울문화사),20250930,6500,5850,320점,9400,만화,"책소개
모든 일에 성실한 소녀×여자를 좋아하는 양아치
두 사람의 우당탕탕 청춘 러브 코미디♥

원래 남학교였던 곳에 입학한 세상만사 성실한 소녀, 야마다 니나.
「재미없다」, 「꽉 막혔다」란 말을 들어도 추천서를 위해서라면 힘낼 수 있다!!며 열심히 공부하는 나날.
어느 날, 등교를 거부하는 같은 반 학생 무라타 미하네를 등교시키면,
내신 점수를 주겠다는 담임 선생님의 제안을, 야마다는 마지못해 승낙한다.
그가 있는 오락실로 가자, 여자애들을 거느린 엄청 경박해 보이는 남자가 있었는데…?

엉뚱하고 성실한 소녀×여자를 좋아하는 양아치의
불균형한 청춘 러브 코미디!

※ 더블특장판 구성
『야마다의 학급일지 1』 단행본 + 캐릭터 스탠딩POP + 포토카드 3종",
97,만화,총몽 화성전기 11,375360484,9791141602611,7830,"기시로 유키토 지음, 주원일 옮김",문학동네,20251030,10000,9000,500점,4775,만화,"책소개
『총몽 화성전기』 완결―
그리고 『총몽』 사가는 다음 장으로 나아간다!

화성 통일과 화성대제국 마리네리스의 부흥을 꿈꾸는 판처 쿤스트(기갑술)의 장로 안드로 오스타드.
에리카가 오스타드에게 헌상하기로 약속한 ‘화성의 비보’에는 소유자를 화성의 지배자로 만들어준다는 전설이 깃들어 있었다. 한편, 카두케우스에서 치료를 받던 코인을 찾아간 오스타드는 한 가지 제안을 하는데… 총몽 3부 『총몽 화성전기』 완결.","목차
LOG:052 화성 최후의 비보
LOG:053 바실리 톨스키
LOG:054 카타콤베
LOG:055 헥센 하우스
LOG:056 코인 킬보른"
98,만화,찍히지 않습니다 3,374814986,9791138487931,7830,"코노시마 루카 지음, 심희정 옮김",㈜소미미디어,20251020,6500,5850,320점,15320,만화,"책소개
청춘 오컬트 붐은 온다!!
호러와 개그와 청춘의 절묘한 밸런스!!

특훈을 위해 출입 금지 구역으로 향한 오컬트부.
오랜만의 과외 활동에 불타는 일행이었지만 ‘금지 구역 파괴부대’라는 천벌 받을 유튜버들과 조우하고
원령과의 목숨을 건 놀이에 휘말리게 되는데?!
그 외에도 악령 가정교사에 공포의 여름 축제까지…
가슴 두근거리고 술렁거리는 제3권!!","목차
제18화 영감 666 003
제19화 [충격] 출입 금지 구역에 가보았다 021
제20화 친구(임시) 039
제21화 돌아가는 길을 모르겠어 057
제22화 빅토리 075
제23화 공부해… 095
제24화 이누가바 축제 115
제25화 배고파 배고파 먹어 먹어 133
제26화 쿠사카 사변 153
제27화 공포의 저택 171"
99,만화,"잘 자, 심해 : 하",375426824,9791139155327,7830,하야카와 노지코 지음,조은세상(북두),20251113,6000,5400,300점,3810,만화,"책소개
엇갈리는 둘의 마음, 그 행방은 어디로―

“이게 좋아한다는 거잖아요.”
어느새 키이치의 집에 눌러앉게 된 텟페이.
텅 비어 있던 그 방엔, 텟페이가 하나씩 채워 넣은 가구와 가전이 늘어가고.
어딘가 체념한 듯한 구석이 있는 키이치에게 텟페이는 “내가 있잖아요, 아무라도 상관없으면.”하고 말한다.
그런 텟페이가 기다리는 집으로 돌아가는 것이 점점 더 어려워지는데….

막무가내지만 순진한 연하남과 어딘가 그늘이 있는 남자,
움직이는 두 사람의 관계는―.","목차
5
6
7
잘 자, 트와일라잇"
100,만화,터무니없는 스킬로 이세계 방랑 밥 11,378066308,9791138488204,7830,"아카기시 K 지음, 마사 그림, 심희정 옮김, 에구치 렌 원작",㈜소미미디어,20251126,6000,5400,300점,5360,만화,"책소개
TV애니메이션 2기 방영 중!!

해산물을 실컷 먹고 소화 촉진을 위해 산책을 나선 페르 일행.
그러던 중, 별안간 거대한 레드 드래곤과 조우한다?!
경쟁심을 드러낸 드라 짱이 분전해 멋지게 토벌!
하는 줄 알았지만 무려 그 정체는 마력으로 만들어낸 가짜였다….
모처럼의 진미를 놓치고 페르 일행의 텐션은 급 하강. 그러는 와중에 레드 드래곤의 목격 정보가
모험가 길드에 도착하면서 도시는 시끄러워지는데?!
가짜 용의 출처는 던전 도시 에이블링의 고난이도 던전?! 실적을 인정받은 무코다는 그 조사를 명받게 되는데??!

밥과 드라마와 모험의 절묘한 밸런스!
맛있는 음식과 파란이 기다리는 이세계 방랑담, 제11권!","목차
제60장 레드 드래곤 / 007
제61장 드래곤 광상곡 / 033
제62장 파티&파티 / 059
제63장 레드 드래곤 찾기 / 085
보너스 소설 크라켄 / 중화덮밥 128
보너스 만화 바다의 / 도시는 도시락도 호쾌 137"
101,만화,너를 찾는 파도 5 (특별판),377095696,9791130673059,4810,청연 지음,다산코믹스,20251114,55000,49500,"2,750점",4150,만화,,
102,만화,호랑이는 용을 아직 먹지 않는다 5,375533987,9791138488037,7830,"이나바 하치 지음, 천선필 옮김",㈜소미미디어,20251105,6000,5400,300점,3440,만화,"책소개
“그러니까 맡기는 거야, 다음 세대에게.”
용과 호랑이의 아름다운 이종 판타지 여행기, 제5권!

‘오래 사는 법’을 알기 위해 헤키도와 하쿠레이가 코끼리인 미네르바를 따라간 곳은 황폐한 대지 안에 자리잡은 풍요로운 숲이었다.
그곳에서 만난 어린 하마, 포니포까지 합세한 일행은 숲의 일부로서 계속 살아가고 있던 거대한 짐승……,
‘장로’와 만난다.
‘용’이라는 생물이 지닌 힘과 다양한 상태…….
헤키도도 알지 못했던 많은 사실을 가르쳐준 장로는 일행에게 더욱 충격적인 사실을 말한다.

마주쳤던 다양한 짐승들
용이라는 존재의 신비
그리고 신비한 숲의 정체.
많은 수수께끼가 지금, 밝혀진다―――――!","목차
제33화 [장로] ――― 003
제34화 [파묻히는 태양] ――― 025
제35화 [뿌리내리다] ――― 049
제36화 [토룡] ――― 075
제37화 [도경화종] ――― 103
제38화 [싹틈] ――― 119
제39화 [잠깐의 휴식] ――― 145
제40화 [차고 기움] ――― 171
부록 만화 [꼬리가 없는 용호] ――― 201
부록 [수룡에 대하여] ――― 209"
103,만화,카구라바치 7 (더블특전판),372547833,9791142329272,7830,호카조노 타케루 지음,대원씨아이(만화),20250930,6500,5850,320점,15830,만화,,
104,만화,반딧불이의 혼례 8,372510203,9791142809828,47830,"타치바나 오레코 지음, 유유리 옮김",서울미디어코믹스(서울문화사),20250919,8500,7650,420점,14355,만화,"책소개
신페이를 향한 사토코의 진심…
그리고, 둘 앞에 닥친 또 다른 시련―.

“돌아가자꾸나, 사토코. 우리의 집으로.”
천녀도에 나타난 사토코의 아버지 쥬베.
그리고 키리가야 가문의 병사들이 차례차례 방아쇠를 당겨 신페이에게 총을 발포했다.
눈앞에서 신페이가 피격당하고 미츠에다도 총에 맞아 수많은 사람이 다치고 죽었다――.
마음에 깊은 상처를 입은 사토코가 몸져누워 하루하루가 흘러가던 와중,
어떤 인물이 사토코에게 도움의 손길을 내미는데…?",
105,만화,주술회전 30,369126143,9791142803550,47830,"아쿠타미 게게 지음, 이정운 옮김",서울미디어코믹스(서울문화사),20250829,6000,5400,300점,4535,만화,"책소개
돌고 도는 저주, 당당히 완결

영혼의 경계에 술식 ‘해(解)’를 박아넣어 스쿠나를 후시구로와 떼어놓고자, 이타도리는 영역을 전개――그 필중 효과로 스쿠나를 압박한다!!
저주를 둘러싼 싸움에 종지부를 찍을 마지막 비장의 카드는?!
대폭 새로 그린 내용으로 선사하는 최고의 마지막 권!!",
106,만화,유희왕 애장판 17,379004606,9791142335495,7830,다카하시 카즈키 지음,대원씨아이(만화),20251128,12000,10800,600점,8890,만화,,
107,만화,오! 나의 여신님 신장판 21,378049659,9791142337826,7830,후지시마 코스케 지음,대원씨아이(만화),20251120,15000,13500,750점,4890,만화,,
108,만화,역대급 영지 설계사 7,376250017,9791173150838,7810,"이현민 지음, 김현수 그림, 문백경 원작",문페이스,20251120,16000,14400,800점,3220,만화,"책소개
대하수로 공사 도중 묻혀 있던 언데드 마스토돈을 발견한 로이드.
낯설면서도 어딘가 익숙한 모습에, 곧 흑마법이 걸려 있음을 알아채는데.
용의자를 조사하러 떠난 나마란에서 흑화한 국왕 누님의 문양을 발견했다?!

[정보를 캐기 위해 변장도 불사하는 진정한 호위 기사 하비엘!
본격 나마란 잠입 수사 프로젝트, 지금 바로 시작합니다.]","목차
웹툰 073~084화 + 부록 수록"
109,만화,팬텀 버스터즈 5,378096466,9791138441285,7830,"네오쇼코 지음, 김지혜 옮김",㈜소미미디어,20251119,6500,5850,320점,4990,만화,"책소개
현지 누계 85만부 돌파!!!
문제아들의 제령x청춘 코미디!

갑자기 나타난 수수께끼의 훈남 음양사, 카데노코지 보탄.
그의 목적은 시시쿠노 가문에 대한 선전 포고와 모가리를 복종시키는 것이었다!!
보탄에 의해 대량의 악령을 받아들이게 된 모가리….
인간의 마음속 어둠을 파고드는 악령.
그 ‘어둠’이 생긴 모가리의 과거는······?
이윽고 밝혀지는 모가리가 중학교 시절 겪은 어둠이란?","목차
제17화 시시쿠노 ①
제18화 시시쿠노 ②
제19화 타락하자?!
제20화 에어컨을 고치자!
제21화 BVB를 하자!"
110,만화,스파이 패밀리 15,366123624,9791141161583,7650,엔도 타츠야 지음,학산문화사(만화),20250624,6000,5400,300점,23016,만화,"책소개
서로에게 끌리면서도 동서 전쟁으로 마음을 전하지 못한 채 헤어진 헨리와 마사…. 군에 자원한 마사는 처절한 전쟁터를 살아남아 웨스탈리스에서 구조된다. 전화 속에서 마시는 필사적으로 오스타니아에 돌아가려 하는데―?!","목차
MISSION : 100
MISSION : 101
MISSION : 102
MISSION : 103
MISSION : 104
MISSION : 105
MISSION : 106
MISSION : 107
MISSION : 108
SHORT MISSION : 14"
111,만화,나의 히어로 아카데미아 공식 일러스트집 Ultra Artworks,375535559,9791142813078,47830,"호리코시 코헤이 지음, 오경화 옮김",서울미디어코믹스(서울문화사),20251031,44000,39600,"2,200점",4900,만화,"책소개
『나의 히어로 아카데미아』 최초의 일러스트집,
화려한 아크릴 굿즈 특별판과 함께 등장!!

모두가 ‘최고의 히어로’가 되는 이야기.
10년에 걸친 연재의 집대성──
『나의 히어로 아카데미아』, 그리고 KOHEI HORIKOSHI
최초의 ‘일러스트집’!!!",
112,만화,향기로운 꽃은 늠름하게 핀다 16,372708826,9791142328848,7830,미카미 사카 지음,대원씨아이(만화),20250930,6000,5400,300점,8655,만화,,
113,만화,노아 선배는 친구 7,375449964,9791142812262,47830,"Enma Akiyama 지음, 심이슬 옮김",서울미디어코믹스(서울문화사),20251029,6500,5850,320점,4565,만화,"책소개
이 관계는 선배? 친구? 아니면…?
점점 어긋나는 노아 선배의 거리감 때문에 회사에서도 서서히 다양한 억측이 오가기 시작하면서 조금 불쌍해지는 리히토.
그러던 중, 두 사람이 맞이한 ""친구 하프 애니버서리"".
친구 하프 애니버서리가 뭐지…?",
114,만화,할렐루야 베이비 2,376905280,9791127496609,7830,"코지마 라라 지음, 정우주 옮김",AK(에이케이)커뮤니케이션즈,20251110,6500,5850,320점,3140,만화,,
115,만화,"사랑하라, 거짓된 천사들이여 5 (한정판)",375079462,9791142812682,44830,"Coco Uzuki 지음, 정효진 옮김",서울미디어코믹스(서울문화사),20251024,33000,29700,"1,650점",8755,만화,"책소개
두근두근 청춘 러브스토리! 사랑하라, 거짓된 천사들이여!
5권 글리터 아크릴 블록 한정판&일반판 동시 발행!!

너에 대한 마음이 쉼 없이 흘러넘쳐.

다른 사람들이 자신에게 원하는 모습이 무너지지 않도록 늘 완벽한 미소녀를 연기해온 카츠라 오토기.
학교에서 얻은 별명은 이름하여 “심쿵 천사”.
하지만 아무에게도 보여주지 않던 본모습을 신경 쓰이던 완벽남 니노마에 토키에게 들키고 만다.
그러나 마찬가지로 숨겨진 본성이 있던 그를 좋아하게 되고, 한 번 차인 후에도 포기하지 않는 오토기.
그런 오토기에게 끌리던 후타가미 라이와, 좋아하는 마음을 자각한 니노마에 토키.
세 사람의 뒤엉키는 마음은 대체 어디로 갈 것인가…?!
점점 거세지는 인기몰이!
완벽을 연기하는 남녀의 속고 속이는(?) 러브♡

※ 한정판 구성
『사랑하라, 거짓된 천사들이여 5』 단행본 + 초판 한정 양면 일러스트 카드 + 글리터 아크릴 블록 + 스페셜 일러스트 카드 2종",
